"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","50","17","1","37.448948","0","219"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","46","7","1","168.504898","0","328"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","6","6","1","2.968384","0","6"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","19","19","1","8.253175","0","19"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","91","91","1","64.075912","0","91"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","1010","1038","1","1261.422485","1104","3306"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","34","7","1","23.940603","0","116"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","4","4","1","1.948572","0","4"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","4","4","1","1.928247","0","7"
"/Game/ProvidedContent/LearningKit_Games/Assets/_Shared/Materials/M_LearningKit_MasterMaterial.M_LearningKit_MasterMaterial","0","753","23","7","709.564331","0","6977"
"/Game/ProvidedContent/Assets/LearningKit_Games/Assets/_Shared/Materials/M_LearningKit_MasterMaterial.M_LearningKit_MasterMaterial","0","297","22","3","250.460052","0","2776"
"/Game/ProvidedContent/Assets/FXVarietyPack/Materials/M_ky_starDust.M_ky_starDust","0","112","15","2","67.079086","0","862"
"/Game/ProvidedContent/Assets/FXVarietyPack/Materials/M_ky_base_anime.M_ky_base_anime","0","56","10","2","33.124077","0","192"
"/Game/ProvidedContent/Assets/FXVarietyPack/Materials/M_ky_auraWall02.M_ky_auraWall02","0","64","15","2","38.143036","0","216"
"/Game/ProvidedContent/LearningKit_Games/Assets/_Shared/Materials/M_LearningKit_Foliage_Master.M_LearningKit_Foliage_Master","0","150","6","2","58.694118","0","1276"
"/Game/ProvidedContent/LearningKit_Games/Assets/VFX/Pollen/M_vfx_aura.M_vfx_aura","0","140","22","2","45.586418","0","1141"
"","0","1","0","1","0.000000","774","0"
"/Game/ProvidedContent/LearningKit_Games/Assets/Characters/Character/Material/M_EpicCharacter_Optimized.M_EpicCharacter_Optimized","0","48","16","2","73.698814","0","150"
"/Game/ProvidedContent/Platformer/Materials/M_Plastic_black_Parent.M_Plastic_black_Parent","0","21","5","1","19.838253","0","79"
"/Game/ProvidedContent/Platformer/Materials/M_Metal_Black_Parent.M_Metal_Black_Parent","0","21","7","1","19.790670","0","73"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Metal_Trim_Parent.M_Metal_Trim_Parent","0","21","8","1","19.730827","0","76"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Metal_Grate_Parent.M_Metal_Grate_Parent","0","47","10","1","34.998379","0","235"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","1.695547","0","2"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","8","1","46.901112","0","464"
"/Game/ProvidedContent/Assets/LearningKit_Games/Assets/VFX/LightRay/M_vfx_lightray_01_bright.M_vfx_lightray_01_bright","0","81","8","1","73.636292","0","759"
"/Game/ProvidedContent/Assets/FXVarietyPack/Materials/M_ky_empty.M_ky_empty","0","28","10","1","14.827311","0","122"
"/Game/ProvidedContent/Assets/FXVarietyPack/Materials/M_ky_dust01_4x4.M_ky_dust01_4x4","0","21","10","1","13.710238","0","60"
"/Game/ProvidedContent/Assets/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","0","35","10","1","19.976746","0","118"
"/Game/ProvidedContent/Assets/FXVarietyPack/Materials/M_ky_subUV01.M_ky_subUV01","0","36","10","1","19.551954","0","157"
"/Game/ProvidedContent/Assets/ChristmasPack/Material/M_Red_Present.M_Red_Present","0","21","1","1","19.193958","0","76"
"/Game/ProvidedContent/Assets/ChristmasPack/Material/M_Bow_01.M_Bow_01","0","21","10","1","19.059649","0","67"
"/Game/ProvidedContent/Assets/ChristmasPack/Material/M_Blue_Present.M_Blue_Present","0","21","4","1","18.662752","0","56"
"/Game/ProvidedContent/LowPolyForest/Trees/SpruceTreeTrunk.SpruceTreeTrunk","0","12","12","1","10.617909","0","18"
"/Game/ProvidedContent/LowPolyForest/Trees/SpruceTreeLeaf.SpruceTreeLeaf","0","12","12","1","10.406324","0","20"
"/Game/ProvidedContent/LowPolyForest/Trees/OakTreeTrunk.OakTreeTrunk","0","12","12","1","10.949520","0","22"
"/Game/ProvidedContent/LowPolyForest/Trees/OakTreeLeaf.OakTreeLeaf","0","12","12","1","10.846231","0","14"
"/Game/ProvidedContent/LowPolyForest/Trees/DeadOakTreeTrunk.DeadOakTreeTrunk","0","12","12","1","10.941814","0","16"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Bricks_parent.M_Bricks_parent","0","21","5","1","20.336639","0","57"
"/Game/AntonioG/seeeasy.seeeasy","0","21","4","1","19.642630","0","59"
"/Game/AntonioG/closeup_Mat.closeup_Mat","0","21","7","1","19.337442","0","57"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","19","6","1","9.321316","0","54"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","7","8","1","4.889518","0","12"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake9.M_Snowflake9","0","66","9","1","55.027481","0","375"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake8.M_Snowflake8","0","66","5","1","53.875374","0","372"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake7.M_Snowflake7","0","66","1","1","54.351685","0","348"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake10.M_Snowflake10","0","66","10","1","57.057880","0","338"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Dot_Snowfall.M_Dot_Snowfall","0","66","10","1","55.458614","0","360"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake.M_Snowflake","0","66","10","1","284.484589","0","351"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Ice.M_Ice","0","75","5","1","565.494080","0","391"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_SnowStatue.M_SnowStatue","0","21","2","1","214.437943","0","72"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snow_Rock.M_Snow_Rock","0","21","6","1","20.371046","0","72"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_SnowFloorCobble.M_SnowFloorCobble","0","21","7","1","20.373194","0","74"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_SnowFloorBrick.M_SnowFloorBrick","0","21","8","1","19.874435","0","74"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake15.M_Snowflake15","0","66","4","1","55.551739","0","387"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake14.M_Snowflake14","0","66","10","1","52.919937","0","381"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake13.M_Snowflake13","0","66","10","1","53.183163","0","312"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake12.M_Snowflake12","0","66","2","1","54.282463","0","354"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake11.M_Snowflake11","0","66","8","1","57.098801","0","322"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake6.M_Snowflake6","0","66","4","1","59.190403","0","389"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake5.M_Snowflake5","0","66","10","1","53.440571","0","380"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake4.M_Snowflake4","0","66","6","1","54.213924","0","312"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake3.M_Snowflake3","0","66","2","1","54.994164","0","354"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake2.M_Snowflake2","0","66","8","1","54.095844","0","348"
"/Game/ProvidedContent/VFX_Bundle_2/SnowfallVFX/Materials/M_Snowflake1.M_Snowflake1","0","66","4","1","53.490135","0","366"
"/Game/ProvidedContent/VFX_Bundle_2/RainAndWater/Material/M_Rain_Splash.M_Rain_Splash","0","21","5","1","11.743204","0","57"
"/Game/ProvidedContent/VFX_Bundle_2/RainAndWater/Material/M_Lightning.M_Lightning","0","45","10","1","23.511906","0","180"
"/Game/ProvidedContent/VFX_Bundle_2/RainAndWater/Material/M_DripsSurfaceTranslucent.M_DripsSurfaceTranslucent","0","33","10","1","30.033474","0","128"
"/Game/ProvidedContent/VFX_Bundle_2/RainAndWater/Material/M_DripsSurfaceColor.M_DripsSurfaceColor","0","21","4","1","19.971796","0","56"
"/Game/ProvidedContent/VFX_Bundle_2/RainAndWater/Material/M_Caustic.M_Caustic","0","25","9","1","21.390583","0","69"
"/Game/ProvidedContent/VFX_Bundle_2/RainAndWater/Material/M_ScreenDistortioPostProcessn.M_ScreenDistortioPostProcessn","0","4","4","1","2.088387","0","7"
"/Game/ProvidedContent/VFX_Bundle_2/RainAndWater/Material/M_RainDripsPostProcess.M_RainDripsPostProcess","0","4","4","1","2.181805","0","4"
"/Game/ProvidedContent/VFX_Bundle_2/RainAndWater/Material/M_Bubles.M_Bubles","0","44","3","1","36.561188","0","191"
"/Game/ProvidedContent/VFX_Bundle_2/RainAndWater/ExampleContent/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","21","2","1","19.483055","0","54"
"/Game/ProvidedContent/VFX_Bundle_2/RainAndWater/ExampleContent/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","12","12","1","11.311248","0","16"
"/Game/ProvidedContent/VFX_Bundle_2/RainAndWater/ExampleContent/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","21","5","1","21.332434","0","57"
"/Game/ProvidedContent/VFX_Bundle_2/RainAndWater/ExampleContent/Geometry/Meshes/M_CubeMaterial.M_CubeMaterial","0","21","6","1","20.515594","0","53"
"/Game/ProvidedContent/VFX_Bundle_2/RainAndWater/Material/M_Rain_Ripple.M_Rain_Ripple","0","34","10","1","32.015099","0","118"
"/Game/ProvidedContent/VFX_Bundle_2/GPUSpritesMix/Material/M_Dot.M_Dot","0","21","10","1","12.130754","0","53"
"/Game/ProvidedContent/VFX_Bundle_2/FallingLeaves/Materials/M_Leaf_Nut.M_Leaf_Nut","0","48","10","1","37.689163","0","184"
"/Game/ProvidedContent/VFX_Bundle_2/FallingLeaves/Materials/M_Leaf_Mulberry1.M_Leaf_Mulberry1","0","48","7","1","36.811928","0","224"
"/Game/ProvidedContent/VFX_Bundle_2/FallingLeaves/Materials/M_Leaf_Mulberry.M_Leaf_Mulberry","0","48","5","1","35.919670","0","216"
"/Game/ProvidedContent/VFX_Bundle_2/FallingLeaves/Materials/M_Leaf_Maple.M_Leaf_Maple","0","48","3","1","35.574371","0","208"
"/Game/ProvidedContent/VFX_Bundle_2/FallingLeaves/Materials/M_Leaf_Hop.M_Leaf_Hop","0","48","1","1","36.052780","0","200"
"/Game/ProvidedContent/VFX_Bundle_2/FallingLeaves/Materials/M_Leaf_Hazel.M_Leaf_Hazel","0","48","15","1","36.417107","0","184"
"/Game/ProvidedContent/VFX_Bundle_2/FallingLeaves/Materials/M_Leaf_Grape.M_Leaf_Grape","0","48","10","1","35.704807","0","224"
"/Game/ProvidedContent/VFX_Bundle_2/FallingLeaves/Materials/M_Leaf_Cherry.M_Leaf_Cherry","0","48","8","1","36.645115","0","246"
"/Game/ProvidedContent/VFX_Bundle_2/FallingLeaves/Materials/M_Leaf_Apricot.M_Leaf_Apricot","0","48","13","1","38.865990","0","212"
"/Game/ProvidedContent/VFX_Bundle_2/FallingLeaves/Materials/M_Leaf_AppleTree.M_Leaf_AppleTree","0","48","3","1","43.142887","0","159"
"/Engine/EngineSky/M_SkyTimeOfDay.M_SkyTimeOfDay","0","7","8","1","34.052193","0","8"
"/Game/ProvidedContent/Hour_of_Code/Materials/M_MASTER_OPAQUE.M_MASTER_OPAQUE","0","21","2","1","79.098946","0","70"
"/Game/ProvidedContent/M_PortalMaterial.M_PortalMaterial","0","7","8","1","31.685646","0","13"
"/Game/ProvidedContent/BlockGame/Materials/M_BlockBase.M_BlockBase","0","24","5","1","163.903915","0","64"
"/Game/ProvidedContent/InfinityBladeAdversaries/Enemy/Enemy_Spiderling/Materials/CharM_Spiderling_Magma.CharM_Spiderling_Magma","0","24","10","1","118.916801","0","67"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","54","1","1","33.756390","0","215"
"/Game/ProvidedContent/InfinityBladeAdversaries/Enemy/Enemy_Spiderling/Materials/M_SpiderBase.M_SpiderBase","0","24","9","1","103.160225","0","67"
"/Game/ProvidedContent/PlatformerPack2/Ocean/Materials/M_OceanWater_1.M_OceanWater_1","0","75","8","1","409.564392","0","551"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_plastic_Black_Parent.M_plastic_Black_Parent","0","21","2","1","139.593353","0","73"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Archway.M_Archway","0","21","2","1","185.187195","0","83"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Concrete_Parent.M_Concrete_Parent","0","21","9","1","110.360138","0","68"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Rug.M_Rug","0","21","10","1","126.728218","0","76"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Metal_Bronze_Parent.M_Metal_Bronze_Parent","0","21","9","1","122.087364","0","73"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Blocks.M_Blocks","0","21","10","1","117.472191","0","62"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_plastic2_Green_Parent.M_plastic2_Green_Parent","0","21","10","1","113.939247","0","77"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Roof.M_Roof","0","21","10","1","102.991722","0","80"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Floor.M_Floor","0","21","8","1","101.051285","0","91"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Flag.M_Flag","0","43","11","1","198.371750","0","230"
"/Game/ProvidedContent/Platformer/Ocean/Materials/M_OceanWater_1.M_OceanWater_1","0","150","24","2","408.355164","0","1005"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Decal_Arrow.M_Decal_Arrow","0","25","10","1","99.342041","0","70"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Decal_Baddie.M_Decal_Baddie","0","25","10","1","132.551147","0","70"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Decal_Circle.M_Decal_Circle","0","25","5","1","117.850891","0","65"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Decal_exclaimation.M_Decal_exclaimation","0","25","5","1","188.851791","0","61"
"/Game/ProvidedContent/Platformer/Materials/M_Tree.M_Tree","0","43","4","1","207.026840","0","221"
"/Game/ProvidedContent/Platformer/Materials/M_Wood_Dark_Parent.M_Wood_Dark_Parent","0","21","9","1","140.882095","0","72"
"/Game/ProvidedContent/Platformer/Materials/M_Cloud.M_Cloud","0","43","10","1","390.673248","0","202"
"/Game/ProvidedContent/Platformer/Materials/M_Plants.M_Plants","0","47","10","1","324.704651","0","246"
"/Game/ProvidedContent/Platformer/Materials/M_Crate_Light_Parent.M_Crate_Light_Parent","0","21","10","1","159.904404","0","77"
"/Game/ProvidedContent/Platformer/Materials/M_Grass_nopattern.M_Grass_nopattern","0","21","2","1","160.388809","0","72"
"/Game/ProvidedContent/LowPolyForest/Rocks/Rock.Rock","0","12","12","1","78.821907","0","14"
"/Game/ProvidedContent/Platformer/Materials/M_Cliff.M_Cliff","0","21","1","1","131.791199","0","69"
"/Game/ProvidedContent/LowPolyForest/Trees/DeadSpruceTreeTrunk.DeadSpruceTreeTrunk","0","12","1","1","11.994265","0","29"
"/Game/ProvidedContent/Platformer/Materials/M_GrassTrim.M_GrassTrim","0","47","10","1","58.162312","0","179"
"/Game/ProvidedContent/Platformer/Materials/M_Plastic_Blue_Pattern_Parent.M_Plastic_Blue_Pattern_Parent","0","21","11","1","96.032951","0","61"
"/Game/ProvidedContent/Platformer/Materials/M_Grass.M_Grass","0","21","10","1","56.719910","0","57"
"/Game/ProvidedContent/LearningKit_Games/Assets/VFX/Dependencies/Materials/M_WindTunnel.M_WindTunnel","0","70","10","1","64.805534","0","458"
"/Game/ProvidedContent/Platformer/Materials/BeanStalks_Materials/M_Leaf.M_Leaf","0","21","8","1","25.027321","0","76"
"/Game/ProvidedContent/Platformer/Materials/BeanStalks_Materials/M_StoneBlock.M_StoneBlock","0","21","9","1","24.896908","0","73"
"/Game/ProvidedContent/Platformer/Materials/BeanStalks_Materials/M_BeanStalk.M_BeanStalk","0","21","3","1","21.614641","0","80"
"/Game/ProvidedContent/LearningKit_Games/Assets/VFX/Dependencies/Materials/M_ParticleMaskedFade.M_ParticleMaskedFade","0","42","5","1","31.147736","0","138"
"/Game/ProvidedContent/LearningKit_Games/Assets/VFX/Dependencies/Materials/M_WindTunnelRibbons.M_WindTunnelRibbons","0","42","5","1","54.495632","0","143"
"/Game/ProvidedContent/LearningKit_Games/Assets/VFX/Dependencies/Materials/M_VFX_EmissiveMesh.M_VFX_EmissiveMesh","0","42","16","2","30.547928","0","145"
"/Game/ProvidedContent/LearningKit_Games/Assets/VFX/Dependencies/Materials/M_WindStreak.M_WindStreak","0","42","8","1","48.955837","0","192"
"/Game/ProvidedContent/LearningKit_Games/Assets/VFX/Dependencies/Materials/M_WindWipe.M_WindWipe","0","184","6","2","322.453094","0","1390"
"/Game/ProvidedContent/LearningKit_Games/Assets/VFX/Dependencies/Materials/M_TwinklingStars.M_TwinklingStars","0","21","21","1","33.173016","0","31"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Decal_ghost.M_Decal_ghost","0","25","10","1","31.491869","0","62"
"/Game/ProvidedContent/LearningKit_Games/Assets/VFX/Dependencies/Materials/M_LogoSweep.M_LogoSweep","0","27","10","1","23.718449","0","76"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Decal_Skull.M_Decal_Skull","0","25","10","1","59.638111","0","70"
"/Game/ProvidedContent/LearningKit_Games/Assets/VFX/Dependencies/Materials/M_WindTunnelWisps.M_WindTunnelWisps","0","18","18","1","24.246994","0","27"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Decal_X.M_Decal_X","0","25","10","1","41.709778","0","70"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Gear.M_Gear","0","21","4","1","47.035553","0","57"
"/Game/ProvidedContent/KayKit/KayKit_Anim/PrototypePete.PrototypePete","0","24","2","1","19.765593","0","60"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/assets/Black.Black","0","12","12","1","10.800432","0","15"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_shockWave03_4x4.M_ky_shockWave03_4x4","0","108","41","2","73.038338","0","578"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_flare_flash.M_ky_flare_flash","0","98","17","2","65.115707","0","350"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/assets/Beige.Beige","0","12","12","1","10.847530","0","16"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/assets/ForestGreen.ForestGreen","0","12","12","1","10.553399","0","21"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/assets/GreenDark.GreenDark","0","12","12","1","10.828101","0","22"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","72","10","1","46.508789","0","434"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_primitive_dyn02.M_ky_primitive_dyn02","0","144","25","2","101.908905","0","905"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_flare01_primitive.M_ky_flare01_primitive","0","396","68","6","218.603958","0","1989"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_starDust.M_ky_starDust","0","168","28","2","83.003426","0","1214"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_primitiveColor.M_ky_primitiveColor","0","225","24","3","143.035034","0","991"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_auraWall01.M_ky_auraWall01","0","96","19","2","64.484421","0","351"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_fire03b.M_ky_fire03b","0","108","23","2","74.076675","0","433"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_polarShockwave02.M_ky_polarShockwave02","0","96","13","2","66.838326","0","372"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","154","5","1","97.498360","0","1483"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_circle04.M_ky_circle04","0","35","9","1","23.673632","0","122"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_dust02.M_ky_dust02","0","54","10","1","32.918732","0","196"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_aura09.M_ky_aura09","0","54","10","1","37.548519","0","273"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_shockWave05_2.M_ky_shockWave05_2","0","54","11","1","34.298733","0","258"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_lensFlare02.M_ky_lensFlare02","0","35","7","1","23.087177","0","105"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_waterDust.M_ky_waterDust","0","153","6","1","141.337524","0","1683"
"/Game/ProvidedContent/AdvancedMagicFX12/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","56","20","1","37.250389","0","385"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_trailGround01_2.M_ky_trailGround01_2","0","49","13","1","30.783733","0","187"
"/Game/ProvidedContent/AdvancedMagicFX12/Materials/M_ky_turbDust.M_ky_turbDust","0","112","14","2","75.093689","0","420"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_trailGround01.M_ky_trailGround01","0","63","10","1","43.503834","0","316"
"/Game/ProvidedContent/AdvancedMagicFX12/Materials/M_ky_starDust.M_ky_starDust","0","84","4","1","25.557039","0","610"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_fire03b2.M_ky_fire03b2","0","54","13","1","33.594105","0","173"
"/Game/ProvidedContent/AdvancedMagicFX12/Materials/M_ky_empty.M_ky_empty","0","42","4","1","9.638603","0","194"
"/Game/ProvidedContent/AdvancedMagicFX12/Materials/M_ky_dynDust.M_ky_dynDust","0","49","14","1","34.326813","0","233"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/assets/White.White","0","12","6","1","11.005271","0","34"
"/Game/ProvidedContent/AdvancedMagicFX12/Materials/M_ky_shockwave07.M_ky_shockwave07","0","54","10","1","33.456352","0","253"
"/Game/ProvidedContent/AdvancedMagicFX12/Materials/M_ky_dust02uni_4x4.M_ky_dust02uni_4x4","0","81","4","1","51.819607","0","551"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_thunderForBeam.M_ky_thunderForBeam","0","35","13","1","21.494539","0","95"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_vortex03.M_ky_vortex03","0","49","5","1","32.550858","0","152"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_tornado01.M_ky_tornado01","0","49","15","1","32.976295","0","191"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/assets/Metal.Metal","0","12","12","1","10.635753","0","12"
